"","TripPurpose","Mode","Driver","Transfer","Gender","Age","Marriage","Occupation","EducationLevel","HHSize","HHChildren","HHWorker","HHIncome","HHCarOwnership","HHScooterOwnership","HHLicenses","HHScooterLicenses","PersonalCarLicense","ScooterLicense","Car_avail","Scooter_avail","LongDistTrain_avail","Taxi_avail","MRT_avail","Bus_avail","Bike_avail","Walk_avail","Cost_Car","Cost_Scooter","Cost_LongDistTrain","Cost_Taxi","Cost_MRT","Cost_Bus","Cost_Bike","Cost_Walk","TravelTime_Car","TravelTime_Scooter","TravelTime_LongDistTrain","TravelTime_Taxi","TravelTime_MRT","TravelTime_Bus","TravelTime_Bike","TravelTime_Walk","InVehTime_Car","InVehTime_Scooter","InVehTime_LongDistTrain","InVehTime_Taxi","InVehTime_MRT","InVehTime_Bus","InVehTime_Bike","InVehTime_Walk","OutOfVehTime_Car","OutOfVehTime_Scooter","OutOfVehTime_LongDistTrain","OutOfVehTime_Taxi","OutOfVehTime_MRT","OutOfVehTime_Bus","OutOfVehTime_Bike","OutOfVehTime_Walk","AETime_Car","AETime_Scooter","AETime_LongDistTrain","AETime_Taxi","AETime_MRT","AETime_Bus","AETime_Bike","AETime_Walk","WaitTime_Car","WaitTime_Scooter","WaitTime_LongDistTrain","WaitTime_Taxi","WaitTime_MRT","WaitTime_Bus","WaitTime_Bike","WaitTime_Walk","VOT_Car","VOT_Scooter","VOT_LongDistTrain","VOT_Taxi","VOT_MRT","VOT_Bus","VOT_Bike","VOT_Walk","InVehVOT_Car","InVehVOT_Scooter","InVehVOT_LongDistTrain","InVehVOT_Taxi","InVehVOT_MRT","InVehVOT_Bus","InVehVOT_Bike","InVehVOT_Walk","OutVehVOT_Car","OutVehVOT_Scooter","OutVehVOT_LongDistTrain","OutVehVOT_Taxi","OutVehVOT_MRT","OutVehVOT_Bus","OutVehVOT_Bike","OutVehVOT_Walk","Weight","City"
"83",2,1,0,0,1,1,0,10,2,3,0,2,50000,2,0,2,0,0,0,1,0,0,1,1,1,1,1,22.5,13.18,15,227.5,21,15,12.5,0,15,22.63,60.4821428571429,22.4,36.4833081363386,42.3716690042076,47.7666666666667,225,15,15,5.625,15,13.2352941176471,19.5652173913043,37.5,225,0,7.63,54.8571428571429,7.4,23.2480140186916,22.8064516129032,10.2666666666667,225,0,7.63,38.5714285714286,1.6,19.3480140186916,14.3548387096774,10.2666666666667,0,0,0,16.2857142857143,5.8,3.9,8.45161290322581,0,0,81.45,132.1018,340.277678571429,299.026,255.744096069269,204.720336605891,240.571,1768.5,81.45,72.13,37.10625,286.45,73.0147058823529,91.8913043478261,159.875,0,0,59.9718,303.171428571429,12.576,182.729390186916,112.829032258065,80.696,1768.5,8.855,1
"84",1,5,0,1,0,2,0,10,3,5,0,3,175000,2,1,4,1,1,0,1,1,1,1,1,1,1,1,104.269503546099,22.68,34,465,50,30,20,0,42.1276595744681,41.63,67.6071428571429,41.4,48,67.1542776998597,95.2666666666667,510,34,34,12.75,34,30,44.3478260869565,85,510,8.12765957446809,7.63,54.8571428571429,7.4,18,22.8064516129032,10.2666666666667,510,8.12765957446809,7.63,38.5714285714286,1.6,13,14.3548387096774,10.2666666666667,0,0,0,16.2857142857143,5.8,5,8.45161290322581,0,0,301.772907801418,216.2718,387.278928571429,611.196,309.38,317.115988779804,434.746,4008.6,237.889503546099,156.3,84.1075,598.62,167.9,204.286956521739,354.05,0,63.8834042553192,59.9718,303.171428571429,12.576,141.48,112.829032258065,80.696,4008.6,1,2
"85",9,2,1,0,1,2,0,10,3,2,0,2,125000,1,1,4,3,1,1,1,1,0,1,1,1,1,1,83.2695035460993,10,20,290,22.1,30,12.5,0,28.1276595744681,30,62.3571428571429,27.4,40.7613445378151,48.8934081346424,60.2666666666667,300,20,20,7.5,20,17.6470588235294,26.0869565217391,50,300,8.12765957446809,10,54.8571428571429,7.4,23.1142857142857,22.8064516129032,10.2666666666667,300,8.12765957446809,10,38.5714285714286,1.6,15.7142857142857,14.3548387096774,10.2666666666667,0,0,0,16.2857142857143,5.8,7.4,8.45161290322581,0,0,225.752907801418,167.2,352.646428571429,381.176,273.131226890756,245.350771388499,289.696,2358,161.869503546099,88.6,49.475,368.6,91.4529411764706,132.521739130435,209,0,63.8834042553192,78.6,303.171428571429,12.576,181.678285714286,112.829032258065,80.696,2358,1.109,4
"86",6,8,0,0,1,2,0,10,3,2,0,1,30000,0,1,1,1,1,1,0,1,0,1,0,1,1,1,54.2695035460993,6.01333333333333,0.666666666666667,48.3333333333333,17.8466666666667,15,2.5,0,8.79432624113475,8.29666666666667,55.1071428571429,8.06666666666667,0,23.6760168302945,11.9333333333333,10,0.666666666666667,0.666666666666667,0.25,0.666666666666667,0.588235294117647,0.869565217391304,1.66666666666667,10,8.12765957446809,7.63,54.8571428571429,7.4,0,22.8064516129032,10.2666666666667,10,8.12765957446809,7.63,38.5714285714286,1.6,0,14.3548387096774,10.2666666666667,0,0,0,16.2857142857143,5.8,0,8.45161290322581,0,0,120.772907801418,68.6051333333333,304.820595238095,63.5293333333333,20.158431372549,131.246423562412,89.746,78.6,56.8895035460993,8.63333333333333,1.64916666666667,50.9533333333333,20.158431372549,18.4173913043478,9.05,0,63.8834042553192,59.9718,303.171428571429,12.576,0,112.829032258065,80.696,78.6,1.109,3
"87",1,5,0,1,0,2,0,10,3,5,0,3,175000,2,1,4,1,1,0,1,1,1,1,1,1,1,1,104.269503546099,22.68,34,465,50,30,20,0,42.1276595744681,41.63,67.6071428571429,41.4,48,67.1542776998597,95.2666666666667,510,34,34,12.75,34,30,44.3478260869565,85,510,8.12765957446809,7.63,54.8571428571429,7.4,18,22.8064516129032,10.2666666666667,510,8.12765957446809,7.63,38.5714285714286,1.6,13,14.3548387096774,10.2666666666667,0,0,0,16.2857142857143,5.8,5,8.45161290322581,0,0,301.772907801418,216.2718,387.278928571429,611.196,309.38,317.115988779804,434.746,4008.6,237.889503546099,156.3,84.1075,598.62,167.9,204.286956521739,354.05,0,63.8834042553192,59.9718,303.171428571429,12.576,141.48,112.829032258065,80.696,4008.6,1,2
"88",2,2,1,0,0,2,0,10,4,4,0,3,50000,3,3,4,3,1,1,1,1,0,1,1,1,1,1,90.7695035460993,12.5,25,352.5,23.2,30,20,0,33.1276595744681,36,64.2321428571429,32.4,45.1731092436975,55.4151472650771,72.7666666666667,375,25,25,9.375,25,22.0588235294118,32.6086956521739,62.5,375,8.12765957446809,11,54.8571428571429,7.4,23.1142857142857,22.8064516129032,10.2666666666667,375,8.12765957446809,11,38.5714285714286,1.6,15.7142857142857,14.3548387096774,10.2666666666667,0,0,0,16.2857142857143,5.8,7.4,8.45161290322581,0,0,252.902907801418,197.21,365.015178571429,463.326,291.569462184874,270.981206171108,346.321,2947.5,189.019503546099,110.75,61.84375,450.75,109.891176470588,158.152173913043,265.625,0,63.8834042553192,86.46,303.171428571429,12.576,181.678285714286,112.829032258065,80.696,2947.5,1,4
"89",1,8,0,0,1,2,0,10,3,2,0,2,15000,0,1,1,2,0,1,0,1,0,1,1,1,1,1,54.2695035460993,6.01333333333333,0.666666666666667,48.3333333333333,17.8466666666667,15,2.5,0,8.79432624113475,8.29666666666667,55.1071428571429,8.06666666666667,23.7025210084034,23.6760168302945,11.9333333333333,10,0.666666666666667,0.666666666666667,0.25,0.666666666666667,0.588235294117647,0.869565217391304,1.66666666666667,10,8.12765957446809,7.63,54.8571428571429,7.4,23.1142857142857,22.8064516129032,10.2666666666667,10,8.12765957446809,7.63,38.5714285714286,1.6,15.7142857142857,14.3548387096774,10.2666666666667,0,0,0,16.2857142857143,5.8,7.4,8.45161290322581,0,0,120.772907801418,68.6051333333333,304.820595238095,63.5293333333333,201.836717086835,131.246423562412,89.746,78.6,56.8895035460993,8.63333333333333,1.64916666666667,50.9533333333333,20.158431372549,18.4173913043478,9.05,0,63.8834042553192,59.9718,303.171428571429,12.576,181.678285714286,112.829032258065,80.696,78.6,1.109,4
"90",2,5,0,1,0,2,0,10,3,3,0,2,90000,1,2,3,2,1,1,1,1,1,1,1,1,1,1,73.6695035460993,12.48,13.6,210,25,15,12.5,0,21.7276595744681,21.23,59.9571428571429,21,23,40.5455820476858,44.2666666666667,204,13.6,13.6,5.1,13.6,12,17.7391304347826,34,204,8.12765957446809,7.63,54.8571428571429,7.4,11,22.8064516129032,10.2666666666667,204,8.12765957446809,7.63,38.5714285714286,1.6,8,14.3548387096774,10.2666666666667,0,0,0,16.2857142857143,5.8,3,8.45161290322581,0,0,191.000907801418,125.8998,336.814428571429,276.024,158.62,197.54381486676,226.816,1603.44,127.117503546099,65.928,33.643,263.448,72.16,84.7147826086957,146.12,0,63.8834042553191,59.9718,303.171428571429,12.576,86.46,112.829032258065,80.696,1603.44,1,2
"91",1,5,0,1,0,2,0,10,3,5,0,3,175000,2,1,4,1,1,0,1,1,1,1,1,1,1,1,104.269503546099,22.68,34,465,50,30,20,0,42.1276595744681,41.63,67.6071428571429,41.4,48,67.1542776998597,95.2666666666667,510,34,34,12.75,34,30,44.3478260869565,85,510,8.12765957446809,7.63,54.8571428571429,7.4,18,22.8064516129032,10.2666666666667,510,8.12765957446809,7.63,38.5714285714286,1.6,13,14.3548387096774,10.2666666666667,0,0,0,16.2857142857143,5.8,5,8.45161290322581,0,0,301.772907801418,216.2718,387.278928571429,611.196,309.38,317.115988779804,434.746,4008.6,237.889503546099,156.3,84.1075,598.62,167.9,204.286956521739,354.05,0,63.8834042553192,59.9718,303.171428571429,12.576,141.48,112.829032258065,80.696,4008.6,1,2
"92",2,1,0,0,0,1,0,10,3,5,0,4,175000,2,1,4,2,0,0,1,1,0,1,1,1,1,1,45,20.68,30,415,24.3,30,20,0,32,37.63,66.1071428571429,37.4,52.5521485189821,61.9368863955119,85.2666666666667,450,30,30,11.25,30,26.4705882352941,39.1304347826087,75,450,2,7.63,54.8571428571429,7.4,26.0815602836879,22.8064516129032,10.2666666666667,450,2,7.63,38.5714285714286,1.6,21.613475177305,14.3548387096774,10.2666666666667,0,0,0,16.2857142857143,5.8,4.46808510638298,8.45161290322581,0,0,178.62,198.5518,377.383928571429,545.476,333.330475594493,296.611640953717,395.446,3537,162.9,138.58,74.2125,532.9,128.329411764706,183.782608695652,314.75,0,15.72,59.9718,303.171428571429,12.576,205.001063829787,112.829032258065,80.696,3537,6.48,2
"93",2,1,0,0,0,1,0,10,3,5,0,2,175000,2,1,4,1,0,0,1,1,1,1,1,1,1,1,60,25.68,40,540,26.5,30,20,0,46,47.63,69.8571428571429,47.4,58.8445252827717,74.9803646563815,110.266666666667,600,40,40,15,40,35.2941176470588,52.1739130434783,100,600,6,7.63,54.8571428571429,7.4,23.5504076357129,22.8064516129032,10.2666666666667,600,6,7.63,38.5714285714286,1.6,19.0823225293299,14.3548387096774,10.2666666666667,0,0,0,16.2857142857143,5.8,4.46808510638298,8.45161290322581,0,0,264.36,242.8518,402.121428571429,709.776,350.312086369644,347.872510518934,493.696,4716,217.2,182.88,98.95,697.2,165.205882352941,235.04347826087,413,0,47.16,59.9718,303.171428571429,12.576,185.106204016703,112.829032258065,80.696,4716,6.48,2
"94",2,5,0,1,0,2,0,10,4,3,0,2,50000,0,2,4,3,1,0,0,1,1,1,1,1,1,1,87.2695035460993,17.0133333333333,22.6666666666667,323.333333333333,25,30,12.5,0,30.7943262411348,30.2966666666667,63.3571428571429,30.0666666666667,60,52.3716690042076,66.9333333333333,340,22.6666666666667,22.6666666666667,8.5,22.6666666666667,20,29.5652173913043,56.6666666666667,340,8.12765957446809,7.63,54.8571428571429,7.4,40,22.8064516129032,10.2666666666667,340,8.12765957446809,7.63,38.5714285714286,1.6,37,14.3548387096774,10.2666666666667,0,0,0,16.2857142857143,5.8,3,8.45161290322581,0,0,240.232907801418,166.065133333333,359.243095238095,424.989333333333,418,259.020336605891,315.896,2672.4,176.349503546099,106.093333333333,56.0716666666667,412.413333333333,103.6,146.191304347826,235.2,0,63.8834042553191,59.9718,303.171428571429,12.576,314.4,112.829032258065,80.696,2672.4,1,2
"95",1,2,1,0,0,2,0,10,3,4,0,3,50000,1,4,2,4,1,1,1,1,1,1,1,1,1,1,128.269503546099,25,50,665,28.7,30,20,0,58.1276595744681,51,73.6071428571429,57.4,64.4444327731092,88.023842917251,135.266666666667,750,50,50,18.75,50,44.1176470588235,65.2173913043478,125,750,8.12765957446809,1,54.8571428571429,7.4,20.3267857142857,22.8064516129032,10.2666666666667,750,8.12765957446809,1,38.5714285714286,1.6,16.4267857142857,14.3548387096774,10.2666666666667,0,0,0,16.2857142857143,5.8,3.9,8.45161290322581,0,0,388.652907801418,229.36,426.858928571429,874.076,361.850888655462,399.133380084151,591.946,5895,324.769503546099,221.5,123.6875,861.5,202.082352941176,286.304347826087,511.25,0,63.8834042553192,7.86000000000001,303.171428571429,12.576,159.768535714286,112.829032258065,80.696,5895,1,1
"96",2,8,0,0,0,2,0,10,3,1,0,1,70000,0,0,0,0,0,0,0,0,0,1,1,1,1,1,54.2695035460993,6.01333333333333,0.666666666666667,48.3333333333333,17.8466666666667,15,2.5,0,8.79432624113475,8.29666666666667,55.1071428571429,8.06666666666667,23.8362493128092,23.6760168302945,11.9333333333333,10,0.666666666666667,0.666666666666667,0.25,0.666666666666667,0.588235294117647,0.869565217391304,1.66666666666667,10,8.12765957446809,7.63,54.8571428571429,7.4,23.2480140186916,22.8064516129032,10.2666666666667,10,8.12765957446809,7.63,38.5714285714286,1.6,19.3480140186916,14.3548387096774,10.2666666666667,0,0,0,16.2857142857143,5.8,3.9,8.45161290322581,0,0,120.772907801418,68.6051333333333,304.820595238095,63.5293333333333,202.887821559465,131.246423562412,89.746,78.6,56.8895035460993,8.63333333333333,1.64916666666667,50.9533333333333,20.158431372549,18.4173913043478,9.05,0,63.8834042553192,59.9718,303.171428571429,12.576,182.729390186916,112.829032258065,80.696,78.6,1,1
"97",2,8,0,0,1,2,0,10,3,5,0,4,90000,1,4,4,4,1,1,1,1,0,1,1,1,1,1,53.4695035460993,5.74666666666667,0.133333333333333,41.6666666666667,17.7293333333333,15,2.5,0,8.26099290780142,7.76333333333333,54.9071428571429,7.53333333333333,23.3656610775151,22.9803646563815,10.6,2,0.133333333333333,0.133333333333333,0.05,0.133333333333333,0.117647058823529,0.173913043478261,0.333333333333333,2,8.12765957446809,7.63,54.8571428571429,7.4,23.2480140186916,22.8064516129032,10.2666666666667,2,8.12765957446809,7.63,38.5714285714286,1.6,19.3480140186916,14.3548387096774,10.2666666666667,0,0,0,16.2857142857143,5.8,3.9,8.45161290322581,0,0,117.876907801418,66.2424666666667,303.501261904762,54.7666666666667,200.921076461426,128.512510518934,84.506,15.72,53.9935035460993,6.27066666666667,0.329833333333333,42.1906666666667,18.1916862745098,15.6834782608696,3.81,0,63.8834042553191,59.9718,303.171428571429,12.576,182.729390186916,112.829032258065,80.696,15.72,1.109,1
"98",5,2,1,0,1,2,0,10,3,4,0,2,125000,1,2,3,4,1,1,1,1,1,1,1,1,1,1,68.2695035460993,5,10,165,19.9,15,2.5,0,18.1276595744681,17,58.6071428571429,17.4,32.3739370474776,35.8499298737728,35.2666666666667,150,10,10,3.75,10,8.82352941176471,13.0434782608696,25,150,8.12765957446809,7,54.8571428571429,7.4,23.5504076357129,22.8064516129032,10.2666666666667,150,8.12765957446809,7,38.5714285714286,1.6,19.0823225293299,14.3548387096774,10.2666666666667,0,0,0,16.2857142857143,5.8,4.46808510638298,8.45161290322581,0,0,171.452907801418,99.32,327.908928571429,216.876,239.682674604938,179.089901823282,181.446,1179,107.569503546099,44.3,24.7375,204.3,54.5764705882353,66.2608695652174,100.75,0,63.8834042553192,55.02,303.171428571429,12.576,185.106204016703,112.829032258065,80.696,1179,1.109,2
"99",2,2,1,0,1,2,0,10,4,3,0,3,90000,0,2,3,2,1,1,0,1,0,1,1,1,1,1,83.2695035460993,10,20,290,22.1,30,12.5,0,28.1276595744681,22,62.3571428571429,27.4,40.895072842221,48.8934081346424,60.2666666666667,300,20,20,7.5,20,17.6470588235294,26.0869565217391,50,300,8.12765957446809,2,54.8571428571429,7.4,23.2480140186916,22.8064516129032,10.2666666666667,300,8.12765957446809,2,38.5714285714286,1.6,19.3480140186916,14.3548387096774,10.2666666666667,0,0,0,16.2857142857143,5.8,3.9,8.45161290322581,0,0,225.752907801418,104.32,352.646428571429,381.176,274.182331363386,245.350771388499,289.696,2358,161.869503546099,88.6,49.475,368.6,91.4529411764706,132.521739130435,209,0,63.8834042553192,15.72,303.171428571429,12.576,182.729390186916,112.829032258065,80.696,2358,1.109,1
"100",2,2,1,0,0,2,0,10,3,1,0,1,70000,0,1,0,0,1,1,0,1,0,1,1,1,1,1,68.2695035460993,35,10,165,19.9,15,2.5,0,18.1276595744681,13,58.6071428571429,17.4,31.9378151260504,35.8499298737728,35.2666666666667,150,10,10,3.75,10,8.82352941176471,13.0434782608696,25,150,8.12765957446809,3,54.8571428571429,7.4,23.1142857142857,22.8064516129032,10.2666666666667,150,8.12765957446809,3,38.5714285714286,1.6,15.7142857142857,14.3548387096774,10.2666666666667,0,0,0,16.2857142857143,5.8,7.4,8.45161290322581,0,0,171.452907801418,97.88,327.908928571429,216.876,236.254756302521,179.089901823282,181.446,1179,107.569503546099,74.3,24.7375,204.3,54.5764705882353,66.2608695652174,100.75,0,63.8834042553192,23.58,303.171428571429,12.576,181.678285714286,112.829032258065,80.696,1179,1,4
"101",2,5,0,1,1,2,0,10,4,4,0,3,175000,0,1,2,3,1,1,0,1,0,1,1,1,1,1,104.269503546099,22.68,34,465,35,30,20,0,42.1276595744681,41.63,67.6071428571429,41.4,53,67.1542776998597,95.2666666666667,510,34,34,12.75,34,30,44.3478260869565,85,510,8.12765957446809,7.63,54.8571428571429,7.4,23,22.8064516129032,10.2666666666667,510,8.12765957446809,7.63,38.5714285714286,1.6,20,14.3548387096774,10.2666666666667,0,0,0,16.2857142857143,5.8,3,8.45161290322581,0,0,301.772907801418,216.2718,387.278928571429,611.196,333.68,317.115988779804,434.746,4008.6,237.889503546099,156.3,84.1075,598.62,152.9,204.286956521739,354.05,0,63.8834042553192,59.9718,303.171428571429,12.576,180.78,112.829032258065,80.696,4008.6,1.109,1
"102",2,6,0,1,1,1,0,10,3,5,0,4,250000,2,2,3,3,0,0,1,1,0,1,1,1,1,1,87.7695035460993,17.18,23,327.5,22.76,28,20,0,31.1276595744681,30.63,63.4821428571429,30.4,43.4084033613445,39,67.7666666666667,345,23,23,8.625,23,20.2941176470588,30,57.5,345,8.12765957446809,7.63,54.8571428571429,7.4,23.1142857142857,9,10.2666666666667,345,8.12765957446809,7.63,38.5714285714286,1.6,15.7142857142857,4,10.2666666666667,0,0,0,16.2857142857143,5.8,7.4,5,0,0,242.042907801418,167.5418,360.067678571429,430.466,284.194168067227,216.64,326.671,2711.7,178.159503546099,107.57,56.89625,417.89,102.515882352941,145.9,245.975,0,63.8834042553192,59.9718,303.171428571429,12.576,181.678285714286,70.74,80.696,2711.7,8.855,4
